"id","literal","agregacao"
"8579","Percentual de escolares com idade de 13 a 17 anos que tiveram 1 dia de aula de educação física na escola nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"7620","Percentual de escolares com idade de 13 a 17 anos que tiveram 2 ou mais dias de aulas de educação física na escola, nos 7 dias anteriores à pesquisa","V"
"7621","Percentual de escolares com idade de 13 a 17 anos que tiveram 2 ou mais dias de aulas de educação física na escola, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"7622","Percentual de escolares com idade de 13 a 17 anos que tiveram 2 ou mais dias de aulas de educação física na escola, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8037","Percentual de escolares com idade de 13 a 17 anos que tiveram algum ferimento ou lesão mais séria nos 12 meses anteriores à pesquisa","V"
"8038","Percentual de escolares com idade de 13 a 17 anos que tiveram algum ferimento ou lesão mais séria nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8039","Percentual de escolares com idade de 13 a 17 anos que tiveram algum ferimento ou lesão mais séria nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8112","Percentual de escolares com idade de 13 a 17 anos que tiveram chiado ou piado no peito, nos 12 meses anteriores à pesquisa","V"
"8113","Percentual de escolares com idade de 13 a 17 anos que tiveram chiado ou piado no peito, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8114","Percentual de escolares com idade de 13 a 17 anos que tiveram chiado ou piado no peito, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8061","Percentual de escolares com idade de 13 a 17 anos que tiveram dor nos dentes (excluindo dor causada por uso de aparelho) nos 6 meses anteriores à pesquisa","V"
"8062","Percentual de escolares com idade de 13 a 17 anos que tiveram dor nos dentes (excluindo dor causada por uso de aparelho) nos 6 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8063","Percentual de escolares com idade de 13 a 17 anos que tiveram dor nos dentes (excluindo dor causada por uso de aparelho) nos 6 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8115","Percentual de escolares com idade de 13 a 17 anos que tiveram episódio de asma alguma vez na vida","V"
"8116","Percentual de escolares com idade de 13 a 17 anos que tiveram episódio de asma alguma vez na vida, considerando um intervalo de confiança de 95% - limite inferior","V"
"8117","Percentual de escolares com idade de 13 a 17 anos que tiveram episódio de asma alguma vez na vida, considerando um intervalo de confiança de 95% - limite superior","V"
"8183","Percentual de escolares com idade de 13 a 17 anos que tiveram problemas com família ou amigos, perderam aulas ou brigaram, uma ou mais vezes, porque tinham bebido","V"
"8184","Percentual de escolares com idade de 13 a 17 anos que tiveram problemas com família ou amigos, perderam aulas ou brigaram, uma ou mais vezes, porque tinham bebido, considerando um intervalo de confiança de 95% - limite inferior","V"
"8185","Percentual de escolares com idade de 13 a 17 anos que tiveram problemas com família ou amigos, perderam aulas ou brigaram, uma ou mais vezes, porque tinham bebido, considerando um intervalo de confiança de 95% - limite superior","V"
"7274","Percentual de escolares com idade de 13 a 17 anos que tomaram a primeira dose de bebida alcoólica com 13 anos ou menos","V"
"7275","Percentual de escolares com idade de 13 a 17 anos que tomaram a primeira dose de bebida alcoólica com 13 anos ou menos, considerando um intervalo de confiança de 95% - limite inferior","V"
"7276","Percentual de escolares com idade de 13 a 17 anos que tomaram a primeira dose de bebida alcoólica com 13 anos ou menos, considerando um intervalo de confiança de 95% - limite superior","V"
"8082","Percentual de escolares com idade de 13 a 17 anos que tomaram algum remédio, fórmula ou produto para perder peso sem acompanhamento médico nos 30 dias anteriores à pesquisa","V"
"8083","Percentual de escolares com idade de 13 a 17 anos que tomaram algum remédio, fórmula ou produto para perder peso sem acompanhamento médico nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8084","Percentual de escolares com idade de 13 a 17 anos que tomaram algum remédio, fórmula ou produto para perder peso sem acompanhamento médico nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8604","Percentual de escolares com idade de 13 a 17 anos que usaram crack nos 30 dias anteriores à pesquisa","V"
"8605","Percentual de escolares com idade de 13 a 17 anos que usaram crack nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8606","Percentual de escolares com idade de 13 a 17 anos que usaram crack nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"7289","Percentual de escolares com idade de 13 a 17 anos que usaram drogas ilícitas pela primeira vez com 13 anos ou menos","V"
"7290","Percentual de escolares com idade de 13 a 17 anos que usaram drogas ilícitas pela primeira vez com 13 anos ou menos, considerando um intervalo de confiança de 95% - limite inferior","V"
"7291","Percentual de escolares com idade de 13 a 17 anos que usaram drogas ilícitas pela primeira vez com 13 anos ou menos, considerando um intervalo de confiança de 95% - limite superior","V"
"8598","Percentual de escolares com idade de 13 a 17 anos que usaram drogas nos 30 dias anteriores à pesquisa","V"
"8599","Percentual de escolares com idade de 13 a 17 anos que usaram drogas nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8600","Percentual de escolares com idade de 13 a 17 anos que usaram drogas nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8601","Percentual de escolares com idade de 13 a 17 anos que usaram maconha nos 30 dias anteriores à pesquisa","V"
"8602","Percentual de escolares com idade de 13 a 17 anos que usaram maconha nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8603","Percentual de escolares com idade de 13 a 17 anos que usaram maconha nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8589","Percentual de escolares com idade de 13 a 17 anos que usaram outros produtos de tabaco (cigarros de palha ou enrolados a mão, charuto, cachimbo, cigarrilha, cigarro indiano ou bali, narguilé, rapé, fumo de mascar etc) nos 30 dias anteriores à pesquisa","V"
"8590","Percentual de escolares com idade de 13 a 17 anos que usaram outros produtos de tabaco (cigarros de palha ou enrolados a mão, charuto, cachimbo, cigarrilha, cigarro indiano ou bali, narguilé, rapé, fumo de mascar etc) nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8591","Percentual de escolares com idade de 13 a 17 anos que usaram outros produtos de tabaco (cigarros de palha ou enrolados a mão, charuto, cachimbo, cigarrilha, cigarro indiano ou bali, narguilé, rapé, fumo de mascar etc) nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8079","Percentual de escolares com idade de 13 a 17 anos que vomitaram ou tomaram laxantes para perder peso ou evitar ganhar peso nos 30 dias anteriores à pesquisa","V"
"8080","Percentual de escolares com idade de 13 a 17 anos que vomitaram ou tomaram laxantes para perder peso ou evitar ganhar peso nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8081","Percentual de escolares com idade de 13 a 17 anos que vomitaram ou tomaram laxantes para perder peso ou evitar ganhar peso nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8010","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco da frente ou de trás, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa","V"
"8011","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco da frente ou de trás, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8012","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco da frente ou de trás, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8356","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco da frente, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa","V"
"8357","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco da frente, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8358","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco da frente, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8359","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco de trás, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa","V"
"8360","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco de trás, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8361","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de automóvel como passageiro no banco de trás, que não usaram cinto de segurança nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8013","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de motocicleta, que usaram capacete nos 30 dias anteriores à pesquisa","V"
"8014","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de motocicleta, que usaram capacete nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8015","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que andaram de motocicleta, que usaram capacete nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"7989","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram algum método para evitar gravidez e/ou Doenças Sexualmente Transmissíveis (DST) na última relação sexual","V"
"7990","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram algum método para evitar gravidez e/ou Doenças Sexualmente Transmissíveis (DST) na última relação sexual, considerando um intervalo de confiança de 95% - limite inferior","V"
"7991","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram algum método para evitar gravidez e/ou Doenças Sexualmente Transmissíveis (DST) na última relação sexual, considerando um intervalo de confiança de 95% - limite superior","V"
"7986","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram preservativo (camisinha) na primeira relação sexual","V"
"7987","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram preservativo (camisinha) na primeira relação sexual, considerando um intervalo de confiança de 95% - limite inferior","V"
"7988","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram preservativo (camisinha) na primeira relação sexual, considerando um intervalo de confiança de 95% - limite superior","V"
"7992","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram preservativo (camisinha) na última relação sexual","V"
"7993","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram preservativo (camisinha) na última relação sexual, considerando um intervalo de confiança de 95% - limite inferior","V"
"7994","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que usaram preservativo (camisinha) na última relação sexual, considerando um intervalo de confiança de 95% - limite superior","V"
"7995","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que utilizaram outro método para evitar gravidez (exceto preservativo) na última relação sexual, distribuído pelo método contraceptivo utilizado","V"
"7996","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que utilizaram outro método para evitar gravidez (exceto preservativo) na última relação sexual, distribuído pelo método contraceptivo utilizado, considerando um intervalo de confiança de 95% - limite inferior","V"
"7997","Percentual de escolares com idade de 13 a 17 anos, dentre aqueles que já tiveram relação sexual, que utilizaram outro método para evitar gravidez (exceto preservativo) na última relação sexual, distribuído pelo método contraceptivo utilizado, considerando um intervalo de confiança de 95% - limite superior","V"
"8076","Percentual de escolares com idade de 13 a 17 anos, distribuído pela atitude em relação ao próprio peso corporal","V"
"8077","Percentual de escolares com idade de 13 a 17 anos, distribuído pela atitude em relação ao próprio peso corporal, considerando um intervalo de confiança de 95% - limite inferior","V"
"8078","Percentual de escolares com idade de 13 a 17 anos, distribuído pela atitude em relação ao próprio peso corporal, considerando um intervalo de confiança de 95% - limite superior","V"
"8097","Percentual de escolares com idade de 13 a 17 anos, distribuído pela autoavaliação do estado de saúde","V"
"8098","Percentual de escolares com idade de 13 a 17 anos, distribuído pela autoavaliação do estado de saúde, considerando um intervalo de confiança de 95% - limite inferior","V"
"8099","Percentual de escolares com idade de 13 a 17 anos, distribuído pela autoavaliação do estado de saúde, considerando um intervalo de confiança de 95% - limite superior","V"
"8073","Percentual de escolares com idade de 13 a 17 anos, distribuído pela autopercepção da imagem corporal","V"
"8074","Percentual de escolares com idade de 13 a 17 anos, distribuído pela autopercepção da imagem corporal, considerando um intervalo de confiança de 95% - limite inferior","V"
"8075","Percentual de escolares com idade de 13 a 17 anos, distribuído pela autopercepção da imagem corporal, considerando um intervalo de confiança de 95% - limite superior","V"
"8228","Percentual de escolares com idade de 13 a 17 anos, distribuído pela classe de número de residentes no domicílio","V"
"8229","Percentual de escolares com idade de 13 a 17 anos, distribuído pela classe de número de residentes no domicílio, considerando um intervalo de confiança de 95% - limite inferior","V"
"8230","Percentual de escolares com idade de 13 a 17 anos, distribuído pela classe de número de residentes no domicílio, considerando um intervalo de confiança de 95% - limite superior","V"
"8231","Percentual de escolares com idade de 13 a 17 anos, distribuído pela condição de morar com mãe e/ou pai","V"
"8232","Percentual de escolares com idade de 13 a 17 anos, distribuído pela condição de morar com mãe e/ou pai, considerando um intervalo de confiança de 95% - limite inferior","V"
"8233","Percentual de escolares com idade de 13 a 17 anos, distribuído pela condição de morar com mãe e/ou pai, considerando um intervalo de confiança de 95% - limite superior","V"
"8234","Percentual de escolares com idade de 13 a 17 anos, distribuído pela condição de possuir algum trabalho ou emprego ou negócio e receber dinheiro por desempenhar esta atividade","V"
"8235","Percentual de escolares com idade de 13 a 17 anos, distribuído pela condição de possuir algum trabalho ou emprego ou negócio e receber dinheiro por desempenhar esta atividade, considerando um intervalo de confiança de 95% - limite inferior","V"
"8236","Percentual de escolares com idade de 13 a 17 anos, distribuído pela condição de possuir algum trabalho ou emprego ou negócio e receber dinheiro por desempenhar esta atividade, considerando um intervalo de confiança de 95% - limite superior","V"
"8240","Percentual de escolares com idade de 13 a 17 anos, distribuído pela expectativa do escolar quanto ao nível de escolaridade que alcançará","V"
"8241","Percentual de escolares com idade de 13 a 17 anos, distribuído pela expectativa do escolar quanto ao nível de escolaridade que alcançará, considerando um intervalo de confiança de 95% - limite inferior","V"
"8242","Percentual de escolares com idade de 13 a 17 anos, distribuído pela expectativa do escolar quanto ao nível de escolaridade que alcançará, considerando um intervalo de confiança de 95% - limite superior","V"
"8243","Percentual de escolares com idade de 13 a 17 anos, distribuído pela expectativa/pretensão do escolar após a conclusão do curso/ciclo de estudos em que se encontra","V"
"8244","Percentual de escolares com idade de 13 a 17 anos, distribuído pela expectativa/pretensão do escolar após a conclusão do curso/ciclo de estudos em que se encontra, considerando um intervalo de confiança de 95% - limite inferior","V"
"8245","Percentual de escolares com idade de 13 a 17 anos, distribuído pela expectativa/pretensão do escolar após a conclusão do curso/ciclo de estudos em que se encontra, considerando um intervalo de confiança de 95% - limite superior","V"
"7968","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência com que os colegas da escola os trataram bem e/ou foram prestativos com eles nos 30 dias anteriores à pesquisa","V"
"7969","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência com que os colegas da escola os trataram bem e/ou foram prestativos com eles nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"7970","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência com que os colegas da escola os trataram bem e/ou foram prestativos com eles nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"7971","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência com que se sentiram humilhados pelas provocações de colegas da escola nos 30 dias anteriores à pesquisa","V"
"7972","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência com que se sentiram humilhados pelas provocações de colegas da escola nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"7973","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência com que se sentiram humilhados pelas provocações de colegas da escola nos 30 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8309","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de aulas de educação física na escola, nos 7 dias anteriores à pesquisa","V"
"8310","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de aulas de educação física na escola, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8311","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de aulas de educação física na escola, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8276","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de alimentos em restaurantes fast-food (lanchonetes, barracas de cachorro quente, pizzaria etc), nos 7 dias anteriores à pesquisa","V"
"8277","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de alimentos em restaurantes fast-food (lanchonetes, barracas de cachorro quente, pizzaria etc), nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8278","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de alimentos em restaurantes fast-food (lanchonetes, barracas de cachorro quente, pizzaria etc), nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8279","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de alimentos industrializados ou ultraprocessados salgados, nos 7 dias anteriores à pesquisa","V"
"8280","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de alimentos industrializados ou ultraprocessados salgados, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8281","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de alimentos industrializados ou ultraprocessados salgados, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8282","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de feijão, nos 7 dias anteriores à pesquisa","V"
"8283","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de feijão, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8284","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de feijão, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8285","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de frutas frescas, nos 7 dias anteriores à pesquisa","V"
"8286","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de frutas frescas, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8287","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de frutas frescas, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8288","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de guloseimas, nos 7 dias anteriores à pesquisa","V"
"8289","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de guloseimas, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8290","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de guloseimas, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8291","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de legumes e/ou verduras, nos 7 dias anteriores à pesquisa","V"
"8292","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de legumes e/ou verduras, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8293","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de legumes e/ou verduras, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8294","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de refrigerantes, nos 7 dias anteriores à pesquisa","V"
"8295","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de refrigerantes, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8296","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de refrigerantes, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8297","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de salgados fritos, nos 7 dias anteriores à pesquisa","V"
"8298","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de salgados fritos, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8299","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de consumo de salgados fritos, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8312","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de dias em que fez atividade física por 60 minutos ou mais nos 7 dias anteriores à pesquisa","V"
"8313","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de dias em que fez atividade física por 60 minutos ou mais nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8314","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de dias em que fez atividade física por 60 minutos ou mais nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8064","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de ida ao dentista, nos 12 meses anteriores à pesquisa","V"
"8065","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de ida ao dentista, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8066","Percentual de escolares com idade de 13 a 17 anos, distribuído pela frequência de ida ao dentista, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8315","Percentual de escolares com idade de 13 a 17 anos, distribuído pela predisposição para prática de atividade física durante a semana, caso tenha oportunidade","V"
"8316","Percentual de escolares com idade de 13 a 17 anos, distribuído pela predisposição para prática de atividade física durante a semana, caso tenha oportunidade, considerando um intervalo de confiança de 95% - limite inferior","V"
"8317","Percentual de escolares com idade de 13 a 17 anos, distribuído pela predisposição para prática de atividade física durante a semana, caso tenha oportunidade, considerando um intervalo de confiança de 95% - limite superior","V"
"8246","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo ano/série em que estuda","V"
"8247","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo ano/série em que estuda, considerando um intervalo de confiança de 95% - limite inferior","V"
"8248","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo ano/série em que estuda, considerando um intervalo de confiança de 95% - limite superior","V"
"8174","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo estado nutricional","V"
"8175","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo estado nutricional, considerando um intervalo de confiança de 95% - limite inferior","V"
"8176","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo estado nutricional, considerando um intervalo de confiança de 95% - limite superior","V"
"8067","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo grau de importância atribuído à própria imagem corporal","V"
"8068","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo grau de importância atribuído à própria imagem corporal, considerando um intervalo de confiança de 95% - limite inferior","V"
"8069","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo grau de importância atribuído à própria imagem corporal, considerando um intervalo de confiança de 95% - limite superior","V"
"8249","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo nível de instrução da mãe","V"
"8250","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo nível de instrução da mãe, considerando um intervalo de confiança de 95% - limite inferior","V"
"8251","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo nível de instrução da mãe, considerando um intervalo de confiança de 95% - limite superior","V"
"8070","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo sentimento em relação ao próprio corpo","V"
"8071","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo sentimento em relação ao próprio corpo, considerando um intervalo de confiança de 95% - limite inferior","V"
"8072","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo sentimento em relação ao próprio corpo, considerando um intervalo de confiança de 95% - limite superior","V"
"8318","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo tempo acumulado de atividade física nos 7 dias anteriores à pesquisa","V"
"8319","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo tempo acumulado de atividade física nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"8320","Percentual de escolares com idade de 13 a 17 anos, distribuído pelo tempo acumulado de atividade física nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"8237","Percentual de escolares com idade de 13 a 17 anos, distribuído por cor ou raça","V"
"8238","Percentual de escolares com idade de 13 a 17 anos, distribuído por cor ou raça, considerando um intervalo de confiança de 95% - limite inferior","V"
"8239","Percentual de escolares com idade de 13 a 17 anos, distribuído por cor ou raça, considerando um intervalo de confiança de 95% - limite superior","V"
"8109","Percentual de escolares do sexo feminino com idade de 13 a 17 anos que já foram vacinadas contra o Papilomavírus Humano (HPV)","V"
"8110","Percentual de escolares do sexo feminino com idade de 13 a 17 anos que já foram vacinadas contra o Papilomavírus Humano (HPV), considerando um intervalo de confiança de 95% - limite inferior","V"
"8111","Percentual de escolares do sexo feminino com idade de 13 a 17 anos que já foram vacinadas contra o Papilomavírus Humano (HPV), considerando um intervalo de confiança de 95% - limite superior","V"
"7596","Percentual de escolares do sexo feminino frequentando o 9º ano do ensino fundamental que já foram vacinadas contra o Papilomavírus Humano (HPV)","V"
"7597","Percentual de escolares do sexo feminino frequentando o 9º ano do ensino fundamental que já foram vacinadas contra o Papilomavírus Humano (HPV), considerando um intervalo de confiança de 95% - limite inferior","V"
"7598","Percentual de escolares do sexo feminino frequentando o 9º ano do ensino fundamental que já foram vacinadas contra o Papilomavírus Humano (HPV), considerando um intervalo de confiança de 95% - limite superior","V"
"3265","Percentual de escolares frequentando o 9º ano do ensino fundamental","V"
"3304","Percentual de escolares frequentando o 9º ano do ensino fundamental com 300 minutos ou mais de atividade física acumulada, nos 7 dias anteriores à pesquisa","V"
"3305","Percentual de escolares frequentando o 9º ano do ensino fundamental com 300 minutos ou mais de atividade física acumulada, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior","V"
"3306","Percentual de escolares frequentando o 9º ano do ensino fundamental com 300 minutos ou mais de atividade física acumulada, nos 7 dias anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior","V"
"3424","Percentual de escolares frequentando o 9º ano do ensino fundamental com escovação de dentes igual ou superior a três vezes ao dia","V"
"3425","Percentual de escolares frequentando o 9º ano do ensino fundamental com escovação de dentes igual ou superior a três vezes ao dia, considerando um intervalo de confiança de 95% - limite inferior","V"
"3426","Percentual de escolares frequentando o 9º ano do ensino fundamental com escovação de dentes igual ou superior a três vezes ao dia, considerando um intervalo de confiança de 95% - limite superior","V"
"3334","Percentual de escolares frequentando o 9º ano do ensino fundamental cujas famílias se importariam muito caso chegassem bêbados em casa","V"
"3335","Percentual de escolares frequentando o 9º ano do ensino fundamental cujas famílias se importariam muito caso chegassem bêbados em casa, considerando um intervalo de confiança de 95% - limite inferior","V"
